gene,drift_velocity,abs_drift
TSC22D3,-0.3718734,0.3718734
TXNIP,-0.30158463,0.30158463
GNLY,-0.27808273,0.27808273
RPS26,0.21696642,0.21696642
TNFAIP3,-0.20340328,0.20340328
MT-ND6,-0.19496743,0.19496743
IL7R,-0.19073278,0.19073278
RGS1,-0.1844243,0.1844243
CXCR4,-0.1771404,0.1771404
BTG1,-0.17586368,0.17586368
ZFP36L2,-0.16817145,0.16817145
S100A4,-0.15561473,0.15561473
CD74,-0.1553048,0.1553048
RPS10,-0.15040047,0.15040047
CD8B,-0.14965582,0.14965582
NFKBIA,-0.14833574,0.14833574
CD8A,-0.14362867,0.14362867
PTPRCAP,-0.13109648,0.13109648
HMGN2,-0.12699181,0.12699181
MT-ATP8,-0.12696405,0.12696405
GBP5,-0.122514136,0.122514136
ID2,-0.119237736,0.119237736
IER2,0.11908587,0.11908587
ISG20,-0.11873909,0.11873909
ITGB1,-0.11617893,0.11617893
NEAT1,-0.11396566,0.11396566
SLC2A3,0.10784634,0.10784634
CD27,-0.10551249,0.10551249
SAMSN1,-0.100000754,0.100000754
STAT1,-0.09968304,0.09968304
CD7,-0.09521083,0.09521083
GAPDH,-0.09384578,0.09384578
LGALS1,-0.092356995,0.092356995
ITM2C,0.0919617,0.0919617
HMGB2,-0.08946923,0.08946923
RGCC,0.0876126,0.0876126
MT-CYB,0.084787756,0.084787756
MT-ND5,-0.082361855,0.082361855
HERPUD1,-0.08231601,0.08231601
BTG2,0.07972637,0.07972637
LGALS3,-0.07920444,0.07920444
DDIT4,-0.07840173,0.07840173
CTLA4,-0.078278944,0.078278944
HLA-DRB5,-0.07761302,0.07761302
GZMH,-0.07596972,0.07596972
IFI6,-0.07553848,0.07553848
BIRC3,-0.07483556,0.07483556
CARD16,-0.07313744,0.07313744
SLA,-0.07213395,0.07213395
CXCR6,-0.072113894,0.072113894
CTSD,-0.071651585,0.071651585
SAT1,-0.07057002,0.07057002
RBPJ,-0.07030884,0.07030884
IFITM1,0.06949091,0.06949091
GZMM,0.06898028,0.06898028
GBP2,-0.06876877,0.06876877
UCP2,-0.06850208,0.06850208
PARP8,-0.06802375,0.06802375
TNFRSF1B,-0.067188144,0.067188144
SPOCK2,-0.066695586,0.066695586
TOB1,-0.065537006,0.065537006
DUSP4,-0.06549569,0.06549569
LINC01871,-0.065356016,0.065356016
TPT1,-0.06533296,0.06533296
BST2,-0.06460793,0.06460793
MT-CO2,0.06428524,0.06428524
ITGA4,-0.06413736,0.06413736
ACTB,0.06259686,0.06259686
LTB,-0.061813746,0.061813746
FKBP5,-0.061692264,0.061692264
DUSP2,0.060311407,0.060311407
TYMP,-0.059312355,0.059312355
SYNE2,-0.059196986,0.059196986
PTMS,-0.058835153,0.058835153
MT2A,-0.058493,0.058493
IKZF3,-0.0570314,0.0570314
FTL,-0.056854386,0.056854386
TIGIT,-0.055911407,0.055911407
TRDC,0.055855446,0.055855446
NKG7,-0.05561191,0.05561191
CALR,-0.05502852,0.05502852
PGAM1,-0.0547063,0.0547063
CXCL13,-0.054420423,0.054420423
IRF1,0.054372154,0.054372154
RORA,-0.05411799,0.05411799
MT-ATP6,0.053757817,0.053757817
IFI44L,-0.0526108,0.0526108
C12orf75,-0.05171763,0.05171763
LYST,-0.050972424,0.050972424
CD69,0.05074627,0.05074627
ISG15,-0.05073442,0.05073442
CYTOR,-0.050237387,0.050237387
COX5A,-0.04979092,0.04979092
NR4A2,0.049337797,0.049337797
ACP5,-0.04893688,0.04893688
JUNB,-0.048070434,0.048070434
CD63,-0.04756545,0.04756545
RPS13,0.047556583,0.047556583
ANXA1,0.047503192,0.047503192
TRBC1,0.047492225,0.047492225
PAG1,-0.046880864,0.046880864
NCF1,0.046011303,0.046011303
SYTL3,-0.045970153,0.045970153
PDE3B,-0.045501888,0.045501888
ZFP36L1,0.045227416,0.045227416
FOS,-0.044049628,0.044049628
ITGAE,-0.043610774,0.043610774
GZMK,0.04360794,0.04360794
ENO1,-0.043283578,0.043283578
RPS19,-0.042942327,0.042942327
XCL2,0.04291347,0.04291347
CD40LG,0.04279652,0.04279652
HSPA1A,-0.042706598,0.042706598
XIST,-0.0421522,0.0421522
ERN1,-0.04174171,0.04174171
CTSC,-0.041661307,0.041661307
GIMAP4,-0.041497,0.041497
EPSTI1,-0.041270725,0.041270725
HAVCR2,-0.041152462,0.041152462
SH2D2A,-0.039913625,0.039913625
MT-ND4L,0.039539654,0.039539654
ADGRE5,-0.039223887,0.039223887
RPL11,0.039001282,0.039001282
HOPX,-0.03896014,0.03896014
JAML,-0.038844347,0.038844347
MGP,0.038525242,0.038525242
GBP1,-0.038377136,0.038377136
HBB,0.03805781,0.03805781
MBP,0.03786947,0.03786947
PDE4D,-0.037860096,0.037860096
C1orf162,0.037810624,0.037810624
S100A6,-0.03760857,0.03760857
CD55,-0.03737471,0.03737471
TRDV1,0.03731695,0.03731695
PFN1,0.03693379,0.03693379
MT-ND4,0.036782138,0.036782138
IVNS1ABP,-0.036626004,0.036626004
JUN,-0.036203653,0.036203653
GPR171,-0.036196038,0.036196038
PBXIP1,-0.036088057,0.036088057
SAMD9L,-0.03604615,0.03604615
ARID5B,-0.03588714,0.03588714
RNF19A,-0.03548691,0.03548691
PKM,-0.03535045,0.03535045
FCMR,-0.034351084,0.034351084
CLDND1,-0.034343123,0.034343123
SELL,-0.0341629,0.0341629
ZFP36,0.03407884,0.03407884
CRYBG1,-0.03383778,0.03383778
TNFRSF18,-0.033770017,0.033770017
TAGAP,-0.03359644,0.03359644
MT-CO3,0.03355111,0.03355111
TMSB10,-0.03346433,0.03346433
PHLDA1,-0.033265613,0.033265613
TRIM22,-0.03294956,0.03294956
CST7,-0.032684457,0.032684457
TUBA1B,-0.032369923,0.032369923
AREG,-0.03225494,0.03225494
IFITM3,-0.03216842,0.03216842
IL6ST,-0.03208208,0.03208208
NFKBIZ,-0.03182454,0.03182454
SOCS1,-0.031702414,0.031702414
MX1,-0.03144081,0.03144081
LAG3,-0.031376008,0.031376008
MIR4435-2HG,-0.031322513,0.031322513
GLRX,-0.031123774,0.031123774
EIF2AK2,-0.030772885,0.030772885
GALNT2,-0.030381795,0.030381795
LINC01943,-0.030283064,0.030283064
NELL2,-0.030093446,0.030093446
CCNH,-0.030090036,0.030090036
DNPH1,-0.029824425,0.029824425
SYNGR2,-0.029660285,0.029660285
COTL1,-0.029652417,0.029652417
OGT,-0.0295605,0.0295605
DNAJB1,-0.029338248,0.029338248
XCL1,0.029295878,0.029295878
KLF2,-0.028915089,0.028915089
IFI44,-0.028798975,0.028798975
PMAIP1,-0.028712878,0.028712878
SNX9,-0.02860798,0.02860798
SAMD9,-0.028551117,0.028551117
XAF1,-0.028234096,0.028234096
SOCS3,0.028051028,0.028051028
IL32,-0.028005125,0.028005125
EEF1G,-0.027968233,0.027968233
RPS6,-0.027269183,0.027269183
KRT86,-0.027209826,0.027209826
CAMK4,-0.02672952,0.02672952
PARP14,-0.026433483,0.026433483
PELI1,-0.025780573,0.025780573
CREM,-0.0256632,0.0256632
PTGER2,-0.02564332,0.02564332
RPS8,0.025579026,0.025579026
SYTL2,-0.025539842,0.025539842
GNPTAB,-0.025494961,0.025494961
HERC5,-0.025246559,0.025246559
MCL1,-0.025075056,0.025075056
PTGER4,-0.024782483,0.024782483
SLF1,-0.024329742,0.024329742
SPATS2L,-0.024244517,0.024244517
STMN1,-0.024146017,0.024146017
GZMA,-0.024092473,0.024092473
PRDM1,-0.024016876,0.024016876
CAPG,-0.023918433,0.023918433
MATK,0.02379007,0.02379007
ANKRD28,-0.023662705,0.023662705
FOXP3,-0.023588741,0.023588741
CTSW,-0.02329194,0.02329194
ADGRG1,-0.023266265,0.023266265
TNFSF13B,-0.023057157,0.023057157
GABPB1-AS1,-0.02304934,0.02304934
SOX4,-0.022968125,0.022968125
OAS1,-0.022838293,0.022838293
KLRC1,-0.02255075,0.02255075
IL2RB,-0.022534512,0.022534512
TNFSF14,0.022529962,0.022529962
CMC1,-0.022328466,0.022328466
RGS2,-0.022313926,0.022313926
DDX60,-0.022259941,0.022259941
BATF,-0.021980967,0.021980967
GSTP1,0.021877866,0.021877866
PTGDR,0.021854222,0.021854222
FOSB,0.021363806,0.021363806
NBEAL1,-0.02122238,0.02122238
PIK3R1,-0.02091568,0.02091568
DUSP1,-0.020840973,0.020840973
AKAP9,-0.020662814,0.020662814
LAYN,-0.020592988,0.020592988
ITGB2-AS1,0.020586276,0.020586276
CLIC3,-0.020573819,0.020573819
TOX,-0.020518878,0.020518878
CD59,-0.020473473,0.020473473
GLUL,-0.020406798,0.020406798
SMC4,-0.019944282,0.019944282
DDX60L,-0.019856412,0.019856412
PDE4B,-0.01975026,0.01975026
GIMAP1,-0.019691745,0.019691745
TNFSF10,-0.019405192,0.019405192
AOAH,0.019272221,0.019272221
CITED2,-0.019187305,0.019187305
PIM3,0.01908453,0.01908453
PRF1,-0.019042572,0.019042572
OAS3,-0.018892718,0.018892718
GPR155,-0.018673293,0.018673293
PTTG1,-0.018399086,0.018399086
ATP2B4,-0.018359123,0.018359123
PLSCR1,-0.018297127,0.018297127
RSAD2,-0.018260987,0.018260987
ENTPD1,-0.018198757,0.018198757
ZBP1,-0.018120276,0.018120276
ITM2A,-0.018110665,0.018110665
TCF7,-0.018064175,0.018064175
GZMB,-0.017991494,0.017991494
MYH9,-0.017985076,0.017985076
AHNAK,-0.017973335,0.017973335
NKTR,-0.017899254,0.017899254
SRGAP3,-0.017793901,0.017793901
CCR7,0.017591884,0.017591884
GADD45B,0.017586498,0.017586498
PPP1R14B,0.017563378,0.017563378
REL,-0.017541457,0.017541457
TSPYL2,-0.017497772,0.017497772
TRDV2,0.01732949,0.01732949
LEF1,-0.017321829,0.017321829
BEX3,-0.017296864,0.017296864
IGKV4-1,0.017283734,0.017283734
MARCKSL1,0.016799947,0.016799947
CD70,-0.01675902,0.01675902
HSPH1,-0.01673777,0.01673777
TBC1D4,-0.016508333,0.016508333
IFIT3,-0.016413461,0.016413461
NFKBID,0.016383689,0.016383689
TGIF1,-0.016331267,0.016331267
IFNG,-0.01628987,0.01628987
TIMP1,-0.016208561,0.016208561
KLRG1,-0.016196104,0.016196104
DKK3,0.016104115,0.016104115
MAF,-0.016066546,0.016066546
JUND,-0.016058385,0.016058385
RHOB,-0.01597162,0.01597162
NR4A1,-0.015920665,0.015920665
CKS2,-0.01590799,0.01590799
KRT8,-0.015820717,0.015820717
CD84,-0.015654964,0.015654964
TTN,-0.015651572,0.015651572
BHLHE40,-0.015527798,0.015527798
MT1E,-0.01552448,0.01552448
TRGV9,0.015502847,0.015502847
NABP1,-0.015407304,0.015407304
MYC,-0.015205939,0.015205939
EOMES,-0.015163708,0.015163708
TRAV17,-0.015004754,0.015004754
IRF4,-0.0149613265,0.0149613265
ZEB2,-0.014913219,0.014913219
IL2,-0.014769045,0.014769045
ATP2B1,-0.014742028,0.014742028
IFITM2,-0.014541695,0.014541695
FAM3C,-0.014293473,0.014293473
IFI35,-0.014230444,0.014230444
EGR2,-0.014151874,0.014151874
SPON2,-0.014127938,0.014127938
PPM1K,-0.01412587,0.01412587
RILPL2,0.013946392,0.013946392
COL6A3,-0.013748834,0.013748834
CD38,-0.013718206,0.013718206
CSF1,-0.013512896,0.013512896
INPP4B,0.013506523,0.013506523
SLC7A5,-0.013448789,0.013448789
BCL2,-0.013430837,0.013430837
TXK,-0.0132918125,0.0132918125
INPP5F,-0.013012239,0.013012239
TNFRSF4,0.01289908,0.01289908
TRAF1,-0.012875064,0.012875064
EGR3,-0.012859324,0.012859324
F2R,-0.012827736,0.012827736
TTC14,-0.0127507085,0.0127507085
ITGA1,-0.012719013,0.012719013
ETV7,-0.012714859,0.012714859
FCRL6,0.012680081,0.012680081
UTRN,-0.012642546,0.012642546
FCRL3,-0.012614731,0.012614731
ABLIM1,-0.012554329,0.012554329
CCR5,-0.012523957,0.012523957
ACTA2,-0.012505931,0.012505931
SLFN12L,-0.0124970665,0.0124970665
TNFRSF9,-0.012454942,0.012454942
IFNG-AS1,0.012335411,0.012335411
TUBB4B,-0.012287613,0.012287613
STAT2,-0.012097524,0.012097524
RTKN2,-0.012081532,0.012081532
CEBPD,-0.012071177,0.012071177
PARP15,-0.0120257195,0.0120257195
LINC02099,-0.011947965,0.011947965
TRPS1,-0.011916396,0.011916396
CCR2,-0.011806928,0.011806928
HELZ2,-0.011735285,0.011735285
POLR2J3,-0.011706543,0.011706543
MS4A1,0.01170375,0.01170375
IKZF2,-0.011691928,0.011691928
KLRD1,-0.011640822,0.011640822
PASK,0.011586758,0.011586758
ADAM19,-0.011497,0.011497
FCGR3A,-0.011463599,0.011463599
FASLG,0.01144135,0.01144135
MKI67,-0.0114397,0.0114397
ICOS,-0.0113060605,0.0113060605
TYROBP,0.011302089,0.011302089
FTH1,0.011243973,0.011243973
SOD2,-0.011241526,0.011241526
TRAV14DV4,-0.011043152,0.011043152
LINC00861,0.011014701,0.011014701
FABP5,-0.010927173,0.010927173
CKLF,-0.010893964,0.010893964
KRT18,-0.010828911,0.010828911
PDE4DIP,-0.010806771,0.010806771
GK,-0.0107726995,0.0107726995
HPGD,-0.010697195,0.010697195
LMO4,-0.010527597,0.010527597
ATF3,-0.010304907,0.010304907
FGFBP2,-0.010304853,0.010304853
TRBV7-9,-0.010250272,0.010250272
XBP1,0.010189818,0.010189818
MAL,-0.010182166,0.010182166
PLXDC1,0.010127548,0.010127548
IL18RAP,-0.010094093,0.010094093
IFIT1,-0.010059515,0.010059515
IL2RA,-0.009972295,0.009972295
ARAP2,-0.009930391,0.009930391
SORL1,-0.009829336,0.009829336
LMNA,-0.009777711,0.009777711
GYG1,0.009775137,0.009775137
MYO7A,-0.0097678285,0.0097678285
ADTRP,-0.009766813,0.009766813
AQP3,-0.009756967,0.009756967
MAP3K8,0.009667463,0.009667463
TRGV10,-0.009531448,0.009531448
LTA,0.009530614,0.009530614
HMOX1,-0.009525173,0.009525173
UBXN11,-0.009475508,0.009475508
LYZ,-0.009433567,0.009433567
TENT5C,-0.009403031,0.009403031
ATM,0.009252147,0.009252147
CORO1B,0.009229717,0.009229717
DTHD1,-0.009195481,0.009195481
CMPK2,-0.009152091,0.009152091
IGKC,-0.009019938,0.009019938
MLLT3,0.008958014,0.008958014
TOP2A,-0.008954278,0.008954278
CENPF,-0.008889254,0.008889254
AHI1,-0.008882507,0.008882507
C1QB,-0.008652401,0.008652401
FXYD2,-0.008602862,0.008602862
C1QC,-0.008527846,0.008527846
GRK2,-0.008514519,0.008514519
PGM2L1,-0.00849771,0.00849771
C1QA,-0.008479414,0.008479414
NR3C1,-0.008453501,0.008453501
CCND2,-0.008419303,0.008419303
SLC40A1,0.008363109,0.008363109
CCR6,-0.008343145,0.008343145
APOC1,-0.008262762,0.008262762
MAGEH1,-0.008043499,0.008043499
CHN1,-0.00787936,0.00787936
S1PR1,0.007818651,0.007818651
PRSS23,-0.007813972,0.007813972
TRAV4,-0.007798832,0.007798832
ANKRD36C,-0.0077580325,0.0077580325
GPR65,-0.007677976,0.007677976
TRBV5-1,-0.0076489095,0.0076489095
CST3,-0.007545044,0.007545044
CCDC50,-0.007447199,0.007447199
SESN1,-0.0074167713,0.0074167713
RPL34,-0.007363334,0.007363334
F5,-0.0073123444,0.0073123444
UBE2C,-0.007269478,0.007269478
SAMD3,-0.007248353,0.007248353
PLPP1,-0.007245996,0.007245996
ASPM,-0.0072160223,0.0072160223
NUCB2,-0.007160554,0.007160554
GPR183,-0.007143672,0.007143672
LINC02273,0.007139212,0.007139212
CISH,0.00698316,0.00698316
TNIP3,-0.006971917,0.006971917
TRBV9,-0.0069243186,0.0069243186
LINC02256,0.0068893763,0.0068893763
TNRC6A,-0.0068865474,0.0068865474
MX2,-0.006773815,0.006773815
RGS16,0.006773054,0.006773054
GPR174,0.006727033,0.006727033
CPNE7,0.006717785,0.006717785
CXCL9,-0.0067065237,0.0067065237
SPRY1,-0.006543963,0.006543963
GPR25,-0.006404249,0.006404249
BIRC5,-0.0063511925,0.0063511925
ALOX5AP,0.006340965,0.006340965
TRBV7-6,-0.0063292873,0.0063292873
APOBEC3G,0.0063284715,0.0063284715
TRAV12-2,-0.006313675,0.006313675
MT-CO1,-0.0062599657,0.0062599657
CTSL,0.006251679,0.006251679
ADIRF,-0.0061765728,0.0061765728
TRG-AS1,-0.0061745956,0.0061745956
TRAV13-2,-0.006169319,0.006169319
MUCL1,0.006158195,0.006158195
IGFBP4,0.006153036,0.006153036
FXYD7,0.006135248,0.006135248
HBA2,0.006103442,0.006103442
IL4I1,-0.0060360967,0.0060360967
CD24,0.0060336306,0.0060336306
IGFBP7,-0.005985415,0.005985415
DDX17,0.0059047244,0.0059047244
NR4A3,0.005899992,0.005899992
ZBED2,-0.0058696913,0.0058696913
TRBV2,-0.0058090906,0.0058090906
ICA1,-0.0057503767,0.0057503767
RBKS,-0.00571286,0.00571286
NUSAP1,-0.0057086344,0.0057086344
CXCL10,-0.005697465,0.005697465
PTPN13,-0.005648941,0.005648941
TSHZ2,-0.005576428,0.005576428
MALAT1,-0.005556717,0.005556717
LST1,-0.0055044587,0.0055044587
LDLRAD4,-0.0054970603,0.0054970603
SPP1,-0.0053562582,0.0053562582
RMRP,-0.005351326,0.005351326
EGR1,-0.0052919406,0.0052919406
FAM118A,0.005279411,0.005279411
PIM1,-0.0052782865,0.0052782865
OTOF,-0.005213625,0.005213625
CD200,0.005120965,0.005120965
SERPINE2,-0.0050912094,0.0050912094
TRAV12-1,-0.005073475,0.005073475
LINC02195,-0.00503498,0.00503498
CUL9,-0.0050337645,0.0050337645
CADM1,-0.0050106454,0.0050106454
APOE,-0.004988396,0.004988396
TBC1D8,-0.0049528917,0.0049528917
CD160,0.004923988,0.004923988
CDK1,-0.0048061605,0.0048061605
PDE7B,-0.0047903117,0.0047903117
VCAM1,-0.0047783083,0.0047783083
HSPA5,-0.0047684624,0.0047684624
TSPAN13,-0.0047637657,0.0047637657
TRGV4,0.00472721,0.00472721
SERPING1,-0.0046586674,0.0046586674
FABP4,-0.004622094,0.004622094
SYNE1,-0.004605701,0.004605701
SESN3,-0.004572391,0.004572391
GIMAP7,0.0045551197,0.0045551197
TRAV1-2,-0.0045386646,0.0045386646
EHBP1L1,-0.0045266054,0.0045266054
DUSP6,0.0045177746,0.0045177746
TRBV7-2,0.00451714,0.00451714
COL1A1,-0.004507458,0.004507458
SLC5A3,-0.0044797505,0.0044797505
CD81,-0.004452243,0.004452243
CDKN1A,-0.004450375,0.004450375
TNS3,-0.004444808,0.004444808
GEM,-0.004390663,0.004390663
CLU,0.004386094,0.004386094
IGHV3-23,-0.004383592,0.004383592
ZNF331,-0.004326255,0.004326255
S100A9,-0.0043029906,0.0043029906
IGFL2,-0.0042832256,0.0042832256
MIAT,-0.004273144,0.004273144
IL1R2,-0.0042686644,0.0042686644
FAM174B,-0.004258311,0.004258311
CD68,-0.004244693,0.004244693
TAGLN,0.0042190896,0.0042190896
AIF1,-0.004210966,0.004210966
CRIP2,0.0041985274,0.0041985274
THUMPD3-AS1,0.0041594324,0.0041594324
SPARC,-0.0041273194,0.0041273194
SMARCD3,0.004070636,0.004070636
FBLN7,0.00406846,0.00406846
TRAV10,-0.004051161,0.004051161
HBA1,0.0040372172,0.0040372172
VIM,0.0040292293,0.0040292293
RPL39L,0.0040260837,0.0040260837
CD79A,-0.0039898898,0.0039898898
KLRC2,-0.0039787022,0.0039787022
MIR3142HG,-0.0039108307,0.0039108307
SLAMF7,-0.0038989717,0.0038989717
TMEM63A,-0.0038963058,0.0038963058
IGLV6-57,0.0038952725,0.0038952725
TRAV13-1,-0.0038871127,0.0038871127
TNFSF4,-0.003886623,0.003886623
TSC22D1,-0.0038810563,0.0038810563
IGLV2-23,0.0038713915,0.0038713915
LYAR,-0.0038710835,0.0038710835
SLC25A37,0.0038504482,0.0038504482
COL1A2,-0.0038426872,0.0038426872
MT-ND3,-0.0038366488,0.0038366488
RASD1,-0.003822469,0.003822469
CCL20,-0.00376506,0.00376506
GNG4,-0.003698875,0.003698875
DBN1,-0.0036514215,0.0036514215
FN1,-0.0035950646,0.0035950646
HLA-DQA2,0.0035844112,0.0035844112
CD83,-0.0035838764,0.0035838764
TRBV6-1,-0.003579162,0.003579162
TRBV7-4,-0.0035771308,0.0035771308
TRBV6-2,-0.0035186703,0.0035186703
CCR8,-0.0034943721,0.0034943721
IGFBP5,-0.0034932664,0.0034932664
CCNB1,-0.0034775087,0.0034775087
KLRC3,-0.0034424034,0.0034424034
TRBV6-5,-0.003438396,0.003438396
IL21,0.0034379791,0.0034379791
TRAV8-6,-0.00342476,0.00342476
C15orf48,-0.0034175431,0.0034175431
OASL,0.0033933357,0.0033933357
DHRS2,-0.0033855024,0.0033855024
JCHAIN,0.0033628182,0.0033628182
COL6A2,-0.0033613495,0.0033613495
CRTAM,0.003359917,0.003359917
LINC02446,0.003347206,0.003347206
TBX3,-0.0033165796,0.0033165796
CD200R1,-0.003299371,0.003299371
S100A8,-0.0032828702,0.0032828702
ANKRD13D,-0.0032779924,0.0032779924
TRDV3,0.0032752724,0.0032752724
RDH10,-0.0032720992,0.0032720992
IGLV2-8,0.0032699958,0.0032699958
CX3CR1,-0.0032252073,0.0032252073
ZBTB20,0.0031950346,0.0031950346
TRAV3,-0.0031815798,0.0031815798
CCL2,-0.003170011,0.003170011
ADAM12,-0.003155414,0.003155414
TRBV5-6,-0.0031143248,0.0031143248
CPM,-0.0030985493,0.0030985493
ZFYVE16,-0.0030859287,0.0030859287
TPM1,0.0030820668,0.0030820668
TRGV5,-0.003080634,0.003080634
PMCH,-0.0030688117,0.0030688117
FDCSP,-0.003034885,0.003034885
ZNF683,0.0029977844,0.0029977844
TRAV12-3,-0.0029892803,0.0029892803
FAM193B,-0.0029840763,0.0029840763
RAB31,-0.0029815012,0.0029815012
KCNQ1OT1,-0.002969552,0.002969552
KLRB1,-0.0029498234,0.0029498234
TRBV5-4,0.002936151,0.002936151
HDAC9,-0.0029131947,0.0029131947
CDC20,-0.0028860134,0.0028860134
CCNB2,-0.0028851617,0.0028851617
KLF6,-0.0028833936,0.0028833936
GNG8,-0.0028732303,0.0028732303
LINC00299,-0.0028732116,0.0028732116
TRBV11-2,-0.0028687331,0.0028687331
MYBL1,-0.0028632388,0.0028632388
IGLC2,-0.0028428573,0.0028428573
TRAV5,-0.0027950953,0.0027950953
PLEK,0.0027650853,0.0027650853
PLCG2,-0.0027355284,0.0027355284
PPP1R15A,0.0027334618,0.0027334618
SH2D1B,-0.0026819822,0.0026819822
TRAV21,-0.002661601,0.002661601
PILRB,0.0026522262,0.0026522262
IGLV1-40,-0.0026508481,0.0026508481
AZGP1,-0.0026314098,0.0026314098
IGHV3-21,-0.0026124609,0.0026124609
LINC00996,-0.002607275,0.002607275
TIMD4,-0.0026027053,0.0026027053
NUPR1,-0.0025995139,0.0025995139
RNPC3,-0.0025860774,0.0025860774
APOD,0.0025351602,0.0025351602
CTHRC1,-0.0025317695,0.0025317695
CALML5,0.0025286325,0.0025286325
ANK3,-0.002522739,0.002522739
MDK,-0.0025214336,0.0025214336
WIPF3,-0.0025138177,0.0025138177
TCF4,-0.0025069637,0.0025069637
LRRN3,-0.0024814687,0.0024814687
ZBTB37,-0.0024654032,0.0024654032
IL23R,-0.002458948,0.002458948
SULF1,-0.0024586578,0.0024586578
MS4A6A,-0.002449464,0.002449464
ARMH1,-0.002440452,0.002440452
PLEC,0.0024110042,0.0024110042
LTF,0.002404096,0.002404096
CCR4,-0.0023806314,0.0023806314
RORC,-0.0023723992,0.0023723992
ANKRD49,-0.00235151,0.00235151
TUBA1A,-0.0023191976,0.0023191976
LGMN,-0.0023155164,0.0023155164
SGK1,-0.0023100402,0.0023100402
PDE7A,-0.0023092788,0.0023092788
TRAV24,-0.002306867,0.002306867
DLGAP1,-0.0022867396,0.0022867396
NCAM1,-0.002277637,0.002277637
TRBV6-6,-0.002269332,0.002269332
PLK1,-0.002255152,0.002255152
PDLIM1,0.0022548258,0.0022548258
MAFB,-0.0022545536,0.0022545536
SLFN11,-0.0022399386,0.0022399386
FABP7,0.0022312712,0.0022312712
SPI1,-0.0022312528,0.0022312528
TRBV7-3,-0.0022248516,0.0022248516
FXYD3,0.0022018054,0.0022018054
KRT14,0.002198505,0.002198505
MT1G,0.0021969634,0.0021969634
COLGALT2,-0.0021968186,0.0021968186
IGFBP3,0.00219564,0.00219564
RNASE1,-0.0021524834,0.0021524834
TNFSF9,0.0021485488,0.0021485488
RERE,-0.0021275147,0.0021275147
TRGV2,-0.0021093637,0.0021093637
GSTM3,0.0021010225,0.0021010225
FHL2,-0.002070668,0.002070668
PTK2,0.0020503048,0.0020503048
OSM,-0.0020487814,0.0020487814
KRT19,-0.0020473674,0.0020473674
TYMS,-0.0020301228,0.0020301228
IGKV2D-29,0.0020300322,0.0020300322
TM4SF1,0.0020268587,0.0020268587
COL2A1,-0.0020202221,0.0020202221
SH3PXD2A,-0.0020182822,0.0020182822
TMEM176B,-0.0020168312,0.0020168312
IGLV3-21,0.0019943286,0.0019943286
TRGV7,0.0019924608,0.0019924608
COL6A1,-0.0019911914,0.0019911914
RRM2,-0.001986459,0.001986459
LINC01229,-0.0019747813,0.0019747813
TRAV8-3,-0.001973802,0.001973802
IGLV3-19,-0.0019621244,0.0019621244
THY1,-0.0019523328,0.0019523328
RAMP1,-0.0019423234,0.0019423234
TRAV38-2DV8,-0.0019329849,0.0019329849
FNIP2,-0.0019245712,0.0019245712
PECAM1,0.0019222139,0.0019222139
SELP,-0.0018970999,0.0018970999
TRAV8-1,-0.0018861658,0.0018861658
MAP1LC3A,-0.0018845702,0.0018845702
SELENOP,-0.0018730374,0.0018730374
NXPH4,0.001871478,0.001871478
SPRY2,0.0018574976,0.0018574976
HTRA1,-0.0018416314,0.0018416314
ITPRIPL2,-0.001839129,0.001839129
TRAV39,-0.0018365723,0.0018365723
MGST1,-0.0018363366,0.0018363366
LDB2,0.0018276328,0.0018276328
TRAV16,-0.0018259464,0.0018259464
S100A1,0.0018176596,0.0018176596
TRAV35,-0.0018131627,0.0018131627
ZDHHC14,-0.0018088107,0.0018088107
GPNMB,-0.0017937605,0.0017937605
IGHV1-24,0.0017774046,0.0017774046
TRBV7-7,-0.001772817,0.001772817
FAM13A,-0.0017685739,0.0017685739
CCDC88A,-0.001728482,0.001728482
IGLL5,-0.0017274304,0.0017274304
DYNC2H1,-0.0017180557,0.0017180557
COL4A1,-0.0017152089,0.0017152089
FANK1,-0.001713178,0.001713178
NECTIN2,-0.0017109113,0.0017109113
PLXND1,-0.0016906932,0.0016906932
MLLT1,-0.0016894419,0.0016894419
IGLV3-10,0.0016753345,0.0016753345
NDRG2,0.0016744097,0.0016744097
IGKV1D-16,0.0016733037,0.0016733037
CYB5D2,-0.0016706744,0.0016706744
FILIP1L,-0.0016624965,0.0016624965
PXDNL,-0.0016592869,0.0016592869
CYBRD1,-0.0016482803,0.0016482803
BHLHE40-AS1,-0.0016426954,0.0016426954
TRAV8-2,0.001641281,0.001641281
SNED1,-0.0016374006,0.0016374006
GNB4,-0.0016367477,0.0016367477
TFF1,-0.0016288055,0.0016288055
MARCKS,-0.0016249251,0.0016249251
SLPI,-0.0016189232,0.0016189232
AKR1C3,-0.0016146438,0.0016146438
RPL41,-0.0016109446,0.0016109446
DAB2,-0.0016012979,0.0016012979
CDHR1,0.0015803725,0.0015803725
TRGC2,-0.0015758032,0.0015758032
CCND1,0.0015715056,0.0015715056
VPS9D1,-0.0015710342,0.0015710342
COL4A2,-0.0015702544,0.0015702544
ADGRG3,-0.0015694565,0.0015694565
FSTL1,-0.0015650865,0.0015650865
COL5A3,-0.0015636359,0.0015636359
CRABP1,0.0015608798,0.0015608798
