gene,drift_velocity,abs_drift,is_death_gene,is_birth_gene
CSTA,0.00013556154,0.00013556154,False,False
PMP2,-0.00013530768,0.00013530768,False,False
C11orf16,0.0001352714,0.0001352714,False,False
PLXDC2,0.00013505381,0.00013505381,False,False
SHISA9,-0.00013505381,0.00013505381,False,False
EGFL7,-0.00013467303,0.00013467303,False,False
CAV2,0.0001346549,0.0001346549,False,False
COL9A3,-0.00013461862,0.00013461862,False,False
SFRP4,-0.00013431036,0.00013431036,False,False
TMC1,0.00013420156,0.00013420156,False,False
PCDH1,-0.00013391144,0.00013391144,False,False
IL20,-0.00013385704,0.00013385704,False,False
ITGB1-DT,-0.00013331305,0.00013331305,False,False
XKR4,-0.00013311359,0.00013311359,False,False
CHST15,0.0001330048,0.0001330048,False,False
TRIM7,0.00013260587,0.00013260587,False,False
FNDC10,-0.00013242454,0.00013242454,False,False
LRP3,0.00013233388,0.00013233388,False,False
TEAD3,-0.00013209815,0.00013209815,False,False
LINC01213,-0.00013202561,0.00013202561,False,False
PTGIR,0.00013189869,0.00013189869,False,False
KCNAB1,-0.0001318443,0.0001318443,False,False
C6orf163,0.00013164483,0.00013164483,False,False
FAM83F,-0.00013155416,0.00013155416,False,False
ANKRD53,0.0001315179,0.0001315179,False,False
ARHGEF40,0.00013102831,0.00013102831,False,False
IGLV10-54,0.0001309195,0.0001309195,False,False
WWC2-AS2,0.00013088324,0.00013088324,False,False
CHST9,0.00013088324,0.00013088324,False,False
IDO1,0.00013053873,0.00013053873,False,False
IGLV3-12,0.00013001286,0.00013001286,False,False
VLDLR,0.00012961394,0.00012961394,False,False
RBMS3,0.0001295958,0.0001295958,False,False
ADD2,-0.00012948702,0.00012948702,False,False
GRIN1,0.00012932382,0.00012932382,False,False
IGKV2D-40,-0.00012919688,0.00012919688,False,False
DDIT4L,0.00012910622,0.00012910622,False,False
KIRREL1,0.00012901556,0.00012901556,False,False
TNFRSF21,-0.00012899743,0.00012899743,False,False
MMP7,0.00012899743,0.00012899743,False,False
HES2,0.00012876169,0.00012876169,False,False
CDH13,0.00012761932,0.00012761932,True,False
ITGB6,-0.00012760119,0.00012760119,False,False
ESRRG,0.0001273836,0.0001273836,False,False
ITSN1,-0.00012734733,0.00012734733,False,False
ALPK3,0.00012720226,0.00012720226,False,False
HOXC6,0.00012682148,0.00012682148,False,False
TLL1,-0.00012676707,0.00012676707,False,False
TMEM35A,0.00012613242,0.00012613242,False,False
PLA2G4A,0.00012596924,0.00012596924,False,False
WNT7B,0.0001258423,0.0001258423,False,False
IGF1,-0.00012576977,0.00012576977,False,False
ASB9,0.00012547964,0.00012547964,False,False
LYPD1,-0.00012520765,0.00012520765,False,False
ZNF667,-0.00012499005,0.00012499005,False,False
MSX1,0.00012497192,0.00012497192,False,False
MYRIP,-0.00012464554,0.00012464554,False,False
IGFN1,-0.00012417407,0.00012417407,False,False
DLGAP1,-0.00012417407,0.00012417407,False,False
RASSF8,0.00012402901,0.00012402901,False,False
C5AR2,-0.00012395647,0.00012395647,False,False
PCDH7,0.00012392021,0.00012392021,False,False
PIK3R2,-0.00012384768,0.00012384768,False,False
TDRP,0.00012381142,0.00012381142,False,False
SPATA18,0.00012352128,0.00012352128,False,False
RAB26,-0.00012277784,0.00012277784,False,False
IGKV1D-12,0.00012246959,0.00012246959,False,False
ANK2,0.00012223386,0.00012223386,False,False
ZNF385A,0.00012174427,0.00012174427,False,False
CLMP,0.000121671736,0.000121671736,False,False
SLC38A3,0.00012158107,0.00012158107,False,False
SLC16A4,-0.00012147227,0.00012147227,False,False
TBX2,-0.00012147227,0.00012147227,False,False
ARL9,-0.00012129094,0.00012129094,False,False
WDFY3,-0.00012098269,0.00012098269,False,False
INMT,0.000120746954,0.000120746954,False,False
EBF3,0.000120620025,0.000120620025,False,False
PPP1R14C,0.00012060189,0.00012060189,False,False
PCDHGB3,0.00012056563,0.00012056563,False,False
GRB14,-0.000120184835,0.000120184835,False,False
LYVE1,-0.00011998537,0.00011998537,False,False
A4GALT,0.00011956832,0.00011956832,False,False
CCDC183,0.00011956832,0.00011956832,False,False
ACTC1,0.00011926006,0.00011926006,False,False
CAP2,0.00011918753,0.00011918753,False,False
SHC2,-0.00011918753,0.00011918753,False,False
SCN7A,-0.000119151264,0.000119151264,False,False
PROX1,0.000119024335,0.000119024335,False,False
IGLV2-5,0.00011891554,0.00011891554,False,False
KLF1,0.00011880674,0.00011880674,False,False
CMBL,-0.000118589145,0.000118589145,False,False
DPEP1,-0.000118135824,0.000118135824,False,False
IGHV3OR16-13,-0.00011806329,0.00011806329,False,False
S100A7A,0.00011737424,0.00011737424,False,False
GRM2,0.0001173561,0.0001173561,False,False
PAX6,-0.00011715665,0.00011715665,False,False
LINC00327,0.0001163044,0.0001163044,False,False
CYP4Z1,0.000116086805,0.000116086805,False,False
SERPINA11,0.000116086805,0.000116086805,False,False
IGLV2-11,0.000116050534,0.000116050534,False,False
IL33,0.00011566975,0.00011566975,False,False
IGKV3D-20,0.000115651615,0.000115651615,False,False
TDRD6,0.00011541589,0.00011541589,False,False
LINC00487,0.00011516202,0.00011516202,False,False
DYRK3,-0.00011510763,0.00011510763,False,False
CRNDE,-0.000115053226,0.000115053226,False,False
SEMA3A,0.00011394712,0.00011394712,False,False
ADCY10,0.00011387459,0.00011387459,False,False
IGHV3-19,0.00011382019,0.00011382019,False,False
OXTR,-0.000113729526,0.000113729526,False,False
HBG2,-0.00011369326,0.00011369326,False,False
TRBV10-3,0.00011235142,0.00011235142,False,False
PRTG,-0.00011213383,0.00011213383,False,False
ODAPH,0.0001120613,0.0001120613,False,False
FRMPD3,0.000111970636,0.000111970636,False,False
SLC35G2,-0.00011193437,0.00011193437,False,False
SIGLEC14,0.00011191623,0.00011191623,False,False
RNASE1,0.00011177117,0.00011177117,False,False
LRP5,0.00011164424,0.00011164424,False,False
FLT3,-0.00011133598,0.00011133598,False,False
CLEC10A,-0.00011110026,0.00011110026,False,False
LCAT,0.00011110026,0.00011110026,False,False
TNS1,-0.00011071946,0.00011071946,False,False
RFLNA,-0.00011071946,0.00011071946,False,False
IGHV3OR15-7,-0.00011041121,0.00011041121,False,False
PPP1R3C,-0.00011024801,0.00011024801,False,False
LINC01242,0.00010993975,0.00010993975,False,False
ITGBL1,0.000109903485,0.000109903485,False,False
SLC2A10,0.000109758425,0.000109758425,False,False
THSD4,-0.000109722154,0.000109722154,False,False
IGHV4-28,0.000109631495,0.000109631495,False,False
SORCS1,-0.00010896057,0.00010896057,False,False
TFAP2C,-0.00010890618,0.00010890618,False,False
PKP4,-0.00010881551,0.00010881551,False,False
SLC38A4,0.000108706714,0.000108706714,False,False
PCP4,0.00010863418,0.00010863418,False,False
RHBDL2,0.000108579785,0.000108579785,False,False
TRPC4,0.00010839845,0.00010839845,False,False
KIF26A,0.00010836219,0.00010836219,False,False
SHANK2,0.00010785447,0.00010785447,False,False
ARHGEF16,0.000107836335,0.000107836335,False,False
SLC24A4,0.00010749181,0.00010749181,False,False
MAP1LC3C,0.00010747368,0.00010747368,False,False
GSTT2B,-0.00010743741,0.00010743741,False,False
OSMR,-0.00010736488,0.00010736488,False,False
RBPMS2,0.00010734675,0.00010734675,False,False
MTMR7,-0.00010707475,0.00010707475,False,False
NPR1,0.000106512634,0.000106512634,False,False
LMO3,0.00010647637,0.00010647637,False,False
RAP1GAP,-0.000106349435,0.000106349435,False,False
GLIS2,0.00010614998,0.00010614998,False,False
KLHL23,-0.00010609558,0.00010609558,False,False
FUT1,-0.000105950516,0.000105950516,False,False
FGG,-0.000105914245,0.000105914245,False,False
LINC01842,0.00010587798,0.00010587798,False,False
IGLC7,-0.00010540653,0.00010540653,False,False
EPHB4,0.00010529773,0.00010529773,False,False
CFAP300,0.0001052252,0.0001052252,False,False
IGHV1OR16-4,0.00010435482,0.00010435482,False,False
TWIST1,0.00010420976,0.00010420976,False,False
HRK,0.000103756436,0.000103756436,False,False
PKP2,-0.0001037383,0.0001037383,False,False
CNTD1,0.00010359324,0.00010359324,False,False
C9orf43,-0.00010346631,0.00010346631,False,False
SERPINB4,0.00010315805,0.00010315805,False,False
HAMP,-0.00010306738,0.00010306738,False,False
NID1,-0.000102849786,0.000102849786,False,False
ZNF385B,-0.00010265032,0.00010265032,False,False
KLK11,-0.00010223327,0.00010223327,False,False
MPDZ,-0.00010201568,0.00010201568,False,False
FAM124A,-0.00010143542,0.00010143542,False,False
RNF144B,0.00010096397,0.00010096397,False,False
SLC51A,0.00010089143,0.00010089143,False,False
LMO1,-0.000100764504,0.000100764504,False,False
DNASE1L3,0.00010058318,0.00010058318,False,False
MED12L,0.00010009359,0.00010009359,False,False
KIT,-0.00010000292,0.00010000292,False,False
MAGEA4,9.973093e-05,9.973093e-05,False,False
THRB,-9.967653e-05,9.967653e-05,False,False
SLC19A3,9.942267e-05,9.942267e-05,False,False
HCK,-9.942267e-05,9.942267e-05,False,False
TRGV11,9.940454e-05,9.940454e-05,False,False
SCG2,9.893308e-05,9.893308e-05,False,False
LRRN4CL,9.8878685e-05,9.8878685e-05,False,False
PEG3,9.882428e-05,9.882428e-05,False,False
SLC7A7,9.882428e-05,9.882428e-05,False,False
POPDC3,9.8733624e-05,9.8733624e-05,False,False
CAMSAP3,9.862483e-05,9.862483e-05,False,False
PLA2G5,9.849789e-05,9.849789e-05,False,False
SPTB,-9.838909e-05,9.838909e-05,False,False
FST,-9.750058e-05,9.750058e-05,False,False
FCRLA,9.750058e-05,9.750058e-05,False,False
KCNF1,-9.715606e-05,9.715606e-05,False,False
GUCY2C,9.697473e-05,9.697473e-05,False,False
GRTP1,9.68478e-05,9.68478e-05,False,False
MFAP3L,9.675713e-05,9.675713e-05,False,False
CFAP70,-9.644888e-05,9.644888e-05,False,False
SYNPO2,9.617688e-05,9.617688e-05,False,False
APLNR,9.525211e-05,9.525211e-05,False,False
ANKRD1,9.516144e-05,9.516144e-05,False,False
GFPT2,9.4617455e-05,9.4617455e-05,False,False
SPATA4,9.447239e-05,9.447239e-05,False,False
SLC6A9,9.40916e-05,9.40916e-05,False,False
CGREF1,-9.405534e-05,9.405534e-05,False,False
TNFRSF11B,-9.369267e-05,9.369267e-05,False,False
PTAFR,9.352948e-05,9.352948e-05,False,False
RHOBTB1,9.336628e-05,9.336628e-05,False,False
ARHGAP40,-9.323935e-05,9.323935e-05,False,False
LPAR4,-9.3130555e-05,9.3130555e-05,False,False
PDE10A,-9.278603e-05,9.278603e-05,False,False
IGHV1OR15-2,9.2731636e-05,9.2731636e-05,False,False
PID1,9.27135e-05,9.27135e-05,False,False
VGLL3,9.236897e-05,9.236897e-05,False,False
TNN,-9.235084e-05,9.235084e-05,False,False
TMEM236,9.231458e-05,9.231458e-05,False,False
CYP4X1,9.2260176e-05,9.2260176e-05,False,False
ALDH2,-9.220578e-05,9.220578e-05,False,False
RNF150,9.186126e-05,9.186126e-05,False,False
AQP5,-9.186126e-05,9.186126e-05,False,False
NMNAT2,9.126287e-05,9.126287e-05,False,False
CALHM5,-9.0936475e-05,9.0936475e-05,False,False
PEX5L,9.082768e-05,9.082768e-05,False,False
LINC01016,9.073701e-05,9.073701e-05,False,False
DSG3,-9.0664485e-05,9.0664485e-05,False,False
C5AR1,9.041062e-05,9.041062e-05,False,False
PRX,-9.0319954e-05,9.0319954e-05,False,False
SDK1,9.030182e-05,9.030182e-05,False,False
SMIM10L2A,-9.024743e-05,9.024743e-05,False,False
LYPD5,-8.941331e-05,8.941331e-05,False,False
ADGRF5,8.934078e-05,8.934078e-05,False,False
C2orf50,8.928638e-05,8.928638e-05,False,False
PLIN4,8.9014386e-05,8.9014386e-05,False,False
PRAC2,8.8996254e-05,8.8996254e-05,False,False
GHR,8.854293e-05,8.854293e-05,False,False
KCNMB1,8.834347e-05,8.834347e-05,False,False
PCDHGA8,-8.808961e-05,8.808961e-05,False,False
LINC01139,8.808961e-05,8.808961e-05,False,False
CMTM5,8.7998946e-05,8.7998946e-05,False,False
ARHGEF26,8.789015e-05,8.789015e-05,False,False
HTR2B,8.776322e-05,8.776322e-05,False,False
FCER2,8.716483e-05,8.716483e-05,False,False
KHDRBS2,-8.71467e-05,8.71467e-05,False,False
LINGO1,-8.71467e-05,8.71467e-05,False,False
PRRG1,-8.6947235e-05,8.6947235e-05,False,False
BTK,-8.69291e-05,8.69291e-05,False,False
IGSF1,8.669338e-05,8.669338e-05,False,False
PTCHD1-AS,8.663898e-05,8.663898e-05,False,False
KYNU,8.6548316e-05,8.6548316e-05,False,False
CHMP4C,-8.633072e-05,8.633072e-05,False,False
COX7B2,8.6240056e-05,8.6240056e-05,False,False
DZIP1L,8.616752e-05,8.616752e-05,False,False
FXYD6,8.584113e-05,8.584113e-05,False,False
ASPA,8.544221e-05,8.544221e-05,False,False
RUNX1T1,8.5315274e-05,8.5315274e-05,False,False
RASSF10,-8.524275e-05,8.524275e-05,False,False
NKPD1,8.524275e-05,8.524275e-05,False,False
PDGFC,-8.486195e-05,8.486195e-05,False,False
MUC7,8.464436e-05,8.464436e-05,False,False
CYP4F8,8.43905e-05,8.43905e-05,False,False
FPGT-TNNI3K,8.420917e-05,8.420917e-05,False,False
FUT2,-8.4172905e-05,8.4172905e-05,False,False
PTPRN,8.415477e-05,8.415477e-05,False,False
ABCC8,8.375585e-05,8.375585e-05,False,False
KIZ-AS1,8.370145e-05,8.370145e-05,False,False
NAV1,-8.370145e-05,8.370145e-05,False,False
SIRPA,8.362892e-05,8.362892e-05,False,False
HP,-8.3465726e-05,8.3465726e-05,False,False
SPOCD1,8.341132e-05,8.341132e-05,False,False
CLEC2L,-8.27948e-05,8.27948e-05,False,False
PLIN5,8.264974e-05,8.264974e-05,False,False
NNAT,8.257721e-05,8.257721e-05,False,False
CLCN5,-8.246841e-05,8.246841e-05,False,False
HUNK,8.2414015e-05,8.2414015e-05,False,False
S100A1,8.219642e-05,8.219642e-05,False,False
CLVS1,8.190629e-05,8.190629e-05,False,False
TMEM100,8.1833765e-05,8.1833765e-05,False,False
CDC42EP4,-8.165243e-05,8.165243e-05,False,False
OVOL3,8.1489234e-05,8.1489234e-05,False,False
SERPINC1,8.1362305e-05,8.1362305e-05,False,False
SYT6,8.116284e-05,8.116284e-05,False,False
VSTM2L,8.110845e-05,8.110845e-05,False,False
PTPRB,8.0963386e-05,8.0963386e-05,False,False
PCLO,8.085459e-05,8.085459e-05,False,False
THEM5,8.02562e-05,8.02562e-05,False,False
IQANK1,-8.023807e-05,8.023807e-05,False,False
KLK4,7.9766614e-05,7.9766614e-05,False,False
FYB2,-7.9730344e-05,7.9730344e-05,False,False
PLA2G2D,-7.9603415e-05,7.9603415e-05,False,False
SLITRK6,7.958528e-05,7.958528e-05,False,False
ZNF503,7.924076e-05,7.924076e-05,False,False
PTGR1,-7.8986894e-05,7.8986894e-05,False,False
LINC01857,-7.891437e-05,7.891437e-05,False,False
PIEZO2,-7.88237e-05,7.88237e-05,False,False
CPED1,7.8733035e-05,7.8733035e-05,False,False
LY86,7.86605e-05,7.86605e-05,False,False
KRTAP5-8,7.847918e-05,7.847918e-05,False,False
ZBED3-AS1,-7.835225e-05,7.835225e-05,False,False
HBM,7.822531e-05,7.822531e-05,False,False
PYGO1,7.820718e-05,7.820718e-05,False,False
SRRM2-AS1,7.806212e-05,7.806212e-05,False,False
FREM1,7.7554396e-05,7.7554396e-05,False,False
DENND5B,7.7409335e-05,7.7409335e-05,False,False
ALX3,7.73912e-05,7.73912e-05,False,False
TFAP2A,-7.73912e-05,7.73912e-05,False,False
SCN2B,7.672029e-05,7.672029e-05,False,False
RASGRF1,7.6665885e-05,7.6665885e-05,False,False
MICALL2,-7.630323e-05,7.630323e-05,False,False
COL16A1,7.61219e-05,7.61219e-05,False,False
HOXA9,7.5795506e-05,7.5795506e-05,False,False
ZNF215,-7.572298e-05,7.572298e-05,False,False
ADGRF1,-7.554165e-05,7.554165e-05,False,False
GLRB,7.5360316e-05,7.5360316e-05,False,False
RAB17,7.5360316e-05,7.5360316e-05,False,False
CCDC149,-7.5215255e-05,7.5215255e-05,False,False
LMTK3,7.5197124e-05,7.5197124e-05,False,False
SOSTDC1,-7.510646e-05,7.510646e-05,False,False
BNC2,7.49614e-05,7.49614e-05,False,False
PIK3C2G,-7.494326e-05,7.494326e-05,False,False
FAT3,-7.4780066e-05,7.4780066e-05,False,False
PART1,-7.448994e-05,7.448994e-05,False,False
VGF,-7.4344876e-05,7.4344876e-05,False,False
ZNF727,-7.423608e-05,7.423608e-05,False,False
LMX1B,7.418168e-05,7.418168e-05,False,False
DQX1,7.409102e-05,7.409102e-05,False,False
DCST1-AS1,-7.374649e-05,7.374649e-05,False,False
CILP,-7.3710224e-05,7.3710224e-05,False,False
MSI1,-7.3148105e-05,7.3148105e-05,False,False
SRPK3,7.30937e-05,7.30937e-05,False,False
WFDC1,-7.307557e-05,7.307557e-05,False,False
ERVE-1,7.303931e-05,7.303931e-05,False,False
EPHB1,7.287611e-05,7.287611e-05,False,False
STAR,-7.2857976e-05,7.2857976e-05,False,False
NXPH4,-7.280358e-05,7.280358e-05,False,False
UFL1-AS1,7.242279e-05,7.242279e-05,False,False
IQCA1,-7.2404655e-05,7.2404655e-05,False,False
PTPRZ1,7.236839e-05,7.236839e-05,False,False
ADAMTS7,7.218706e-05,7.218706e-05,False,False
FOLR1,-7.206013e-05,7.206013e-05,False,False
EDN1,-7.200573e-05,7.200573e-05,False,False
KERA,7.1969465e-05,7.1969465e-05,False,False
EHF,-7.18788e-05,7.18788e-05,False,False
PI15,-7.1516144e-05,7.1516144e-05,False,False
WNT5B,7.144361e-05,7.144361e-05,False,False
ZSCAN4,7.1262286e-05,7.1262286e-05,False,False
BCL6B,7.0917755e-05,7.0917755e-05,False,False
TMEM40,7.0917755e-05,7.0917755e-05,False,False
ATP6V1B1-AS1,7.086336e-05,7.086336e-05,False,False
TTLL10-AS1,7.07183e-05,7.07183e-05,False,False
RAPGEF5,-7.070016e-05,7.070016e-05,False,False
JPH4,7.041004e-05,7.041004e-05,False,False
PEAR1,7.026497e-05,7.026497e-05,False,False
LINC01614,7.013804e-05,7.013804e-05,False,False
ERICD,7.001111e-05,7.001111e-05,False,False
CLPSL1,6.984792e-05,6.984792e-05,False,False
RBBP8NL,-6.9757254e-05,6.9757254e-05,False,False
SCHIP1,-6.972098e-05,6.972098e-05,False,False
PPM1H,6.899567e-05,6.899567e-05,False,False
PPP4R1-AS1,6.894127e-05,6.894127e-05,False,False
SPRY4,-6.870554e-05,6.870554e-05,False,False
SLC52A3,-6.863301e-05,6.863301e-05,False,False
CPNE7,6.834289e-05,6.834289e-05,False,False
MAGEA12,6.8324756e-05,6.8324756e-05,False,False
PLCH1,-6.8288486e-05,6.8288486e-05,False,False
GJB2,6.808902e-05,6.808902e-05,False,False
MYH10,6.805276e-05,6.805276e-05,False,False
VGLL1,-6.776264e-05,6.776264e-05,False,False
FALEC,-6.765384e-05,6.765384e-05,False,False
LGR5,-6.765384e-05,6.765384e-05,False,False
LINC00659,-6.7563175e-05,6.7563175e-05,False,False
PLAC9,-6.729118e-05,6.729118e-05,False,False
ELFN1,6.7127985e-05,6.7127985e-05,False,False
MAB21L1,-6.7091714e-05,6.7091714e-05,False,False
MRGPRF,6.7091714e-05,6.7091714e-05,False,False
COL8A2,6.6964785e-05,6.6964785e-05,False,False
PRR16,6.6819724e-05,6.6819724e-05,False,False
COL21A1,6.6094406e-05,6.6094406e-05,False,False
TMEM178A,-6.602188e-05,6.602188e-05,False,False
ADAMTSL1,-6.591308e-05,6.591308e-05,False,False
VASH2,-6.565922e-05,6.565922e-05,False,False
SLC4A1,-6.556855e-05,6.556855e-05,False,False
TTC6,-6.545975e-05,6.545975e-05,False,False
CCL1,6.544162e-05,6.544162e-05,False,False
AP1M2,6.540536e-05,6.540536e-05,False,False
LINC02188,-6.529656e-05,6.529656e-05,False,False
SMCR5,6.516963e-05,6.516963e-05,False,False
PLG,6.50427e-05,6.50427e-05,False,False
SP5,6.469817e-05,6.469817e-05,False,False
SCRG1,-6.468004e-05,6.468004e-05,False,False
CFAP47,6.464378e-05,6.464378e-05,False,False
DOK6,-6.457124e-05,6.457124e-05,False,False
HYAL1,6.455311e-05,6.455311e-05,False,False
HMGA2,-6.4335516e-05,6.4335516e-05,False,False
AATBC,6.424485e-05,6.424485e-05,False,False
SAP30L-AS1,-6.4154185e-05,6.4154185e-05,False,False
DLG1-AS1,6.3755266e-05,6.3755266e-05,False,False
ART3,6.36646e-05,6.36646e-05,False,False
RIPPLY3,6.348327e-05,6.348327e-05,False,False
ZNF503-AS2,6.342887e-05,6.342887e-05,False,False
CFAP61,6.3320076e-05,6.3320076e-05,False,False
GPR87,6.322941e-05,6.322941e-05,False,False
P2RY6,6.321128e-05,6.321128e-05,False,False
TEX41,-6.304808e-05,6.304808e-05,False,False
WNK3,6.3011816e-05,6.3011816e-05,False,False
IL17F,-6.290302e-05,6.290302e-05,False,False
HEXA-AS1,-6.277609e-05,6.277609e-05,False,False
NEBL-AS1,-6.277609e-05,6.277609e-05,False,False
SNCAIP,6.254036e-05,6.254036e-05,False,False
CNTN3,6.2522224e-05,6.2522224e-05,False,False
GREB1L,-6.246783e-05,6.246783e-05,False,False
LINC02323,-6.2395295e-05,6.2395295e-05,False,False
LINC00242,6.237716e-05,6.237716e-05,False,False
LINC01140,-6.219583e-05,6.219583e-05,False,False
CCM2L,-6.21777e-05,6.21777e-05,False,False
GDPD2,6.1960105e-05,6.1960105e-05,False,False
UGT2B17,6.1651845e-05,6.1651845e-05,False,False
GJC2,6.163371e-05,6.163371e-05,False,False
FAM135B,6.163371e-05,6.163371e-05,False,False
CYP27C1,6.159745e-05,6.159745e-05,False,False
PLPP3,-6.154305e-05,6.154305e-05,False,False
ACBD7,-6.154305e-05,6.154305e-05,False,False
PNCK,6.1379855e-05,6.1379855e-05,False,False
TRIM36,6.1216655e-05,6.1216655e-05,False,False
MYLK4,6.105346e-05,6.105346e-05,False,False
CDC42EP1,6.0926533e-05,6.0926533e-05,False,False
NT5DC3,-6.0872135e-05,6.0872135e-05,False,False
SIGLEC6,6.07996e-05,6.07996e-05,False,False
TET2-AS1,6.0690803e-05,6.0690803e-05,False,False
ACTN3,6.0563874e-05,6.0563874e-05,False,False
SLCO4A1-AS1,-6.047321e-05,6.047321e-05,False,False
HOXC8,-6.047321e-05,6.047321e-05,False,False
PLSCR2,6.0436945e-05,6.0436945e-05,False,False
GRIA2,6.0382547e-05,6.0382547e-05,False,False
NT5DC2,-6.0201215e-05,6.0201215e-05,False,False
RHBDF1,-6.0201215e-05,6.0201215e-05,False,False
CFAP74,-6.0092418e-05,6.0092418e-05,False,False
ZNF135,-5.978416e-05,5.978416e-05,False,False
SCHLAP1,5.9657228e-05,5.9657228e-05,False,False
OSBPL6,5.9584698e-05,5.9584698e-05,False,False
LINC02475,5.934897e-05,5.934897e-05,False,False
BPIFB2,-5.9330836e-05,5.9330836e-05,False,False
FIBIN,-5.9312704e-05,5.9312704e-05,False,False
GEMIN7-AS1,-5.9258306e-05,5.9258306e-05,False,False
FAM178B,-5.9203907e-05,5.9203907e-05,False,False
EVPL,5.916764e-05,5.916764e-05,False,False
SIM1,5.8986312e-05,5.8986312e-05,False,False
MYHAS,5.8950045e-05,5.8950045e-05,False,False
APLN,5.891378e-05,5.891378e-05,False,False
EFHD1,5.8877515e-05,5.8877515e-05,False,False
ITIH3,5.8841248e-05,5.8841248e-05,False,False
SPRR1B,5.853299e-05,5.853299e-05,False,False
RBP4,5.8424193e-05,5.8424193e-05,False,False
GPR31,5.8188463e-05,5.8188463e-05,False,False
HOXD9,5.817033e-05,5.817033e-05,False,False
ANKRD29,-5.8079666e-05,5.8079666e-05,False,False
LINC01730,5.8061534e-05,5.8061534e-05,False,False
GSN-AS1,-5.7825808e-05,5.7825808e-05,False,False
VNN1,-5.7698875e-05,5.7698875e-05,False,False
IGHV3-30,-5.7680743e-05,5.7680743e-05,False,False
IGFBP7-AS1,5.7626345e-05,5.7626345e-05,False,False
LINC00520,5.735435e-05,5.735435e-05,False,False
F2RL3,-5.7299952e-05,5.7299952e-05,False,False
RGS11,-5.702796e-05,5.702796e-05,False,False
SPRY3,5.6991692e-05,5.6991692e-05,False,False
ZNF516,5.697356e-05,5.697356e-05,False,False
CA4,5.691916e-05,5.691916e-05,False,False
BPIFB1,-5.690103e-05,5.690103e-05,False,False
ARSI,-5.6737834e-05,5.6737834e-05,False,False
RNF180,-5.659277e-05,5.659277e-05,False,False
LINC01535,-5.6429573e-05,5.6429573e-05,False,False
LINC00923,-5.6357043e-05,5.6357043e-05,False,False
AP3B2,5.6121313e-05,5.6121313e-05,False,False
TRBV6-7,-5.6121313e-05,5.6121313e-05,False,False
CILP2,-5.608505e-05,5.608505e-05,False,False
CDH8,5.6048782e-05,5.6048782e-05,False,False
IGHV4-34,-5.603065e-05,5.603065e-05,False,False
MEFV,5.5885586e-05,5.5885586e-05,False,False
LY86-AS1,5.579492e-05,5.579492e-05,False,False
PPM1K,-5.579492e-05,5.579492e-05,False,False
CLPSL2,-5.5686123e-05,5.5686123e-05,False,False
HOXA5,-5.5522927e-05,5.5522927e-05,False,False
HAGLROS,5.5504795e-05,5.5504795e-05,False,False
HAS1,5.546853e-05,5.546853e-05,False,False
CD180,-5.53416e-05,5.53416e-05,False,False
CA13,-5.5305332e-05,5.5305332e-05,False,False
C8G,-5.526907e-05,5.526907e-05,False,False
CDA,-5.5232802e-05,5.5232802e-05,False,False
PLIN1,5.5124005e-05,5.5124005e-05,False,False
ACSM5,-5.4942677e-05,5.4942677e-05,False,False
C1QTNF7,-5.476135e-05,5.476135e-05,False,False
ITIH5,-5.465255e-05,5.465255e-05,False,False
TMPRSS13,-5.4507487e-05,5.4507487e-05,False,False
S100A12,-5.4489356e-05,5.4489356e-05,False,False
INPP5J,-5.434429e-05,5.434429e-05,False,False
TMEM86B,5.4199227e-05,5.4199227e-05,False,False
PTPN3,-5.409043e-05,5.409043e-05,False,False
MPP4,-5.351018e-05,5.351018e-05,False,False
CD22,-5.3383246e-05,5.3383246e-05,False,False
EMILIN3,5.3328848e-05,5.3328848e-05,False,False
SMARCA1,5.322005e-05,5.322005e-05,False,False
CCDC181,5.3038722e-05,5.3038722e-05,False,False
TBC1D30,5.2893658e-05,5.2893658e-05,False,False
RAB39A,5.2621665e-05,5.2621665e-05,False,False
STRC,5.2603533e-05,5.2603533e-05,False,False
GASAL1,-5.25854e-05,5.25854e-05,False,False
CAMK2B,5.240407e-05,5.240407e-05,False,False
IGHV7-4-1,5.2385938e-05,5.2385938e-05,False,False
TP53TG5,5.2385938e-05,5.2385938e-05,False,False
CCNO,-5.234967e-05,5.234967e-05,False,False
NDST1,5.233154e-05,5.233154e-05,False,False
BMX,5.2313408e-05,5.2313408e-05,False,False
ROR2,-5.2186475e-05,5.2186475e-05,False,False
FHL5,-5.2132076e-05,5.2132076e-05,False,False
SMOC2,5.191448e-05,5.191448e-05,False,False
ABI3BP,5.1860083e-05,5.1860083e-05,False,False
BOLA2,-5.182382e-05,5.182382e-05,False,False
SEMA6D,-5.153369e-05,5.153369e-05,False,False
SLC10A4,5.153369e-05,5.153369e-05,False,False
LMO2,-5.1424893e-05,5.1424893e-05,False,False
TMLHE-AS1,-5.1225434e-05,5.1225434e-05,False,False
SLC24A2,-5.1062238e-05,5.1062238e-05,False,False
ACOX2,5.0445717e-05,5.0445717e-05,False,False
VASN,-5.008306e-05,5.008306e-05,False,False
LINC02154,5.0064926e-05,5.0064926e-05,False,False
GPX3,-5.0010527e-05,5.0010527e-05,True,False
CACNG4,4.995613e-05,4.995613e-05,False,False
TMEM61,-4.9883598e-05,4.9883598e-05,False,False
KRTAP5-10,4.9811068e-05,4.9811068e-05,False,False
